chromosome,gene,location,ltr,ncbi_gene_id,note,orientation_in_gene,orientation_in_reference,sample/original_id,sample/pubmed_id,source_name
7,,17608411,3p,,,,F,5O55L:02042:01387,23953889,NCI-RID
7,SNX13,17856096,3p,23161,,R,R,GXIEMIS01AO1JX,23953889,NCI-RID
7,SNX13,17908280,3p,23161,,R,R,ID8H3,23953889,NCI-RID
7,HDAC9,18568260,3p,9734,,F,R,5O55L:01346:01379,23953889,NCI-RID
7,HDAC9,18576719,3p,9734,,F,F,IBB1H8,23953889,NCI-RID
7,HDAC9,18881330,3p,9734,,F,R,5O55L:01501:00386,23953889,NCI-RID
7,,19384359,3p,,,,R,ID23G7,23953889,NCI-RID
7,,19493787,3p,,,,R,5O55L:02156:00785,23953889,NCI-RID
7,,19641682,3p,,,,F,G13FKHM01B3GEN,23953889,NCI-RID
7,,20646037,3p,,,,R,5O55L:00993:01284,23953889,NCI-RID
7,,21402734,3p,,,,F,5O55L:02577:01978,23953889,NCI-RID
7,,21417840,3p,,,,R,G13FKHM01BUW16,23953889,NCI-RID
7,SP4,21470708,3p,6671,,F,F,5O55L:00763:02189,23953889,NCI-RID
7,CDCA7L,21963802,3p,55536,,R,F,IBB3B01,23953889,NCI-RID
7,,22095831,3p,,,,F,5O55L:00331:00516,23953889,NCI-RID
7,RAPGEF5,22191536,3p,9771,,R,R,ID6D12,23953889,NCI-RID
7,FAM126A,22993020,3p,84668,,R,F,GXIEMIS01AP3BX,23953889,NCI-RID
7,FAM126A,23005279,3p,84668,,R,F,IBB1H5,23953889,NCI-RID
7,,24485920,3p,,,,F,G13FKHM01BN6B7,23953889,NCI-RID
7,MPP6,24723032,3p,51678,,F,R,5O55L:01177:00826,23953889,NCI-RID
7,OSBPL3,24885585,3p,26031,,R,R,5O55L:01427:02178,23953889,NCI-RID
7,OSBPL3,24975178,3p,26031,,R,F,5O55L:02478:02438,23953889,NCI-RID
7,,25470062,3p,,,,F,G13FKHM01BD45O,23953889,NCI-RID
7,,25927549,3p,,,,F,5O55L:00614:00714,23953889,NCI-RID
7,LOC100996355,26151589,3p,100996355,,R,F,G13FKHM01AZNTZ,23953889,NCI-RID
7,NFE2L3,26209644,3p,9603,,F,F,5O55L:00694:01758,23953889,NCI-RID
7,HNRNPA2B1,26235255,3p,3181,,R,R,ID1A6,23953889,NCI-RID
7,HNRNPA2B1,26236578,3p,3181,,R,R,5O55L:01732:00786,23953889,NCI-RID
7,SNX10,26367717,3p,29887,,F,F,G13FKHM01AIGY2,23953889,NCI-RID
7,,26503240,3p,,,,F,5O55L:02634:01692,23953889,NCI-RID
7,,26644646,3p,,,,F,G13FKHM01BA2L8,23953889,NCI-RID
7,,27104781,3p,,,,F,5O55L:02346:01282,23953889,NCI-RID
7,HIBADH,27698221,3p,11112,,R,F,5O55L:01604:01363,23953889,NCI-RID
7,,27715997,3p,,,,F,5O55L:00323:00511,23953889,NCI-RID
7,TAX1BP1,27860474,3p,8887,,F,F,GXIEMIS01APNK4,23953889,NCI-RID
7,JAZF1,28181730,5p,221895,,R,F,170_N_006,23953889,NCI-RID
7,,28952831,3p,,,,R,5O55L:02529:02675,23953889,NCI-RID
7,CPVL,29099453,3p,54504,,R,F,IBB2B12,23953889,NCI-RID
7,CHN2,29284526,3p,1124,,F,F,G13FKHM01AZ6U8,23953889,NCI-RID
7,,30315023,5p,,,,R,RSHY_106_137BG_044,23953889,NCI-RID
7,ZNRF2,30326531,3p,223082,,F,F,5O55L:01253:01864,23953889,NCI-RID
7,ZNRF2,30333924,3p,223082,,F,F,5O55L:00096:01743,23953889,NCI-RID
7,ZNRF2,30346752,3p,223082,,F,R,5O55L:00025:00863,23953889,NCI-RID
7,GARS,30647810,3p,2617,,F,R,5O55L:02557:01722,23953889,NCI-RID
7,GARS,30647849,3p,2617,,F,R,5O55L:02587:01652,23953889,NCI-RID
7,FAM188B,30840206,3p,84182,,F,R,5O55L:00005:00897,23953889,NCI-RID
7,PDE1C,31805871,3p,5137,,R,F,5O55L:01504:00576,23953889,NCI-RID
7,AVL9,32574961,3p,23080,,F,F,IBB2F3,23953889,NCI-RID
7,NT5C3,33066028,3p,51251,,R,F,GXIEMIS01A3VLU,23953889,NCI-RID
7,NT5C3,33069518,5p,51251,,R,R,RSHY_106N_38_021,23953889,NCI-RID
7,NT5C3,33083415,3p,51251,,R,F,5O55L:00649:01672,23953889,NCI-RID
7,NT5C3,33084649,3p,51251,,R,F,5O55L:00897:00980,23953889,NCI-RID
7,RP9,33136751,3p,6100,,R,F,5O55L:02531:01788,23953889,NCI-RID
7,BBS9,33381445,3p,27241,,F,R,ID24B2,23953889,NCI-RID
7,BBS9,33395965,3p,27241,,F,R,GXIEMIS01A0JAM,23953889,NCI-RID
7,BMPER,34024883,3p,168667,,F,F,5O55L:02141:01164,23953889,NCI-RID
7,TBX20,35268685,3p,57057,,R,R,5O55L:00809:00289,23953889,NCI-RID
7,LOC401324,35358307,3p,401324,,F,R,5O55L:00642:01725,23953889,NCI-RID
7,,35475065,3p,,,,R,5O55L:01272:01705,23953889,NCI-RID
7,SEPT7,35882778,3p,989,,F,F,IBB1B4,23953889,NCI-RID
7,SEPT7,35883661,3p,989,,F,R,G13FKHM01AROQC,23953889,NCI-RID
7,SEPT7,35916991,3p,989,,F,R,5O55L:02632:01434,23953889,NCI-RID
7,SEPT7,35920628,3p,989,,F,F,5O55L:02288:02249,23953889,NCI-RID
7,EEPD1,36233890,3p,80820,,F,F,G13FKHM01A2H8E,23953889,NCI-RID
7,ANLN,36463355,3p,54443,,F,F,5O55L:02321:01701,23953889,NCI-RID
7,AOAH,36733207,3p,313,,R,R,5O55L:00977:01414,23953889,NCI-RID
7,AOAH,36740298,3p,313,,R,R,G13FKHM01BK7EJ,23953889,NCI-RID
7,ELMO1,37342671,3p,9844,,R,R,GXIEMIS01A4BEP,23953889,NCI-RID
7,ELMO1,37358304,3p,9844,,R,F,GXIEMIS01BI2MX,23953889,NCI-RID
7,ELMO1,37398207,3p,9844,,R,F,G13FKHM01BVQIH,23953889,NCI-RID
7,ELMO1,37409853,3p,9844,,R,R,5O55L:01750:02601,23953889,NCI-RID
7,ELMO1,37462993,3p,9844,,R,R,G13FKHM01A5PQ2,23953889,NCI-RID
7,STARD3NL,38238308,3p,83930,,F,R,5O55L:00319:00897,23953889,NCI-RID
7,,38379626,3p,,,,R,G13FKHM01BL15N,23953889,NCI-RID
7,VPS41,38931731,3p,27072,,R,R,5O55L:00960:02110,23953889,NCI-RID
7,,39015079,3p,,,,R,G13FKHM01AFQK4,23953889,NCI-RID
7,CDK13,40015905,3p,8621,,F,F,G13FKHM01A9HT9,23953889,NCI-RID
7,,42361002,3p,,,,F,G13FKHM01AAM2T,23953889,NCI-RID
7,,42832302,3p,,,,R,IBB11H06,23953889,NCI-RID
7,PSMA2,42961786,3p,5683,,R,R,IBB13H3,23953889,NCI-RID
7,PSMA2,42965586,3p,5683,,R,R,5O55L:02220:02549,23953889,NCI-RID
7,STK17A,43641254,3p,9263,,F,R,5O55L:02392:01860,23953889,NCI-RID
7,STK17A,43646446,3p,9263,,F,F,5O55L:01365:00981,23953889,NCI-RID
7,STK17A,43647948,3p,9263,,F,F,5O55L:01715:01455,23953889,NCI-RID
7,STK17A,43661308,3p,9263,,F,F,G13FKHM01BZXI1,23953889,NCI-RID
7,STK17A,43664816,3p,9263,,F,F,G13FKHM01AJLCA,23953889,NCI-RID
7,,43670000,3p,,,,R,GXIEMIS01AFTJB,23953889,NCI-RID
7,RASA4CP,44070651,3p,,,R,F,G13FKHM01AU0C8,23953889,NCI-RID
7,,44399102,3p,,,,R,G13FKHM01BIDA1,23953889,NCI-RID
7,NUDCD3,44475904,3p,23386,,R,R,5O55L:02390:00703,23953889,NCI-RID
7,NUDCD3,44491311,3p,23386,,R,R,5O55L:02150:00765,23953889,NCI-RID
7,NUDCD3,44508523,3p,23386,,R,R,ID5G10,23953889,NCI-RID
7,NUDCD3,44509012,3p,23386,,R,R,5O55L:02577:01040,23953889,NCI-RID
7,NUDCD3,44512508,3p,23386,,R,F,ID29C7,23953889,NCI-RID
7,NUDCD3,44520912,3p,23386,,R,R,5O55L:02523:01773,23953889,NCI-RID
7,OGDH,44648667,3p,4967,,F,F,GXIEMIS01AW08G,23953889,NCI-RID
7,OGDH,44661029,3p,4967,,F,R,5O55L:01940:01564,23953889,NCI-RID
7,OGDH,44663606,3p,4967,,F,R,5O55L:01346:00824,23953889,NCI-RID
7,OGDH,44663781,3p,4967,,F,R,GXIEMIS01BDAIO,23953889,NCI-RID
7,OGDH,44667705,5p,4967,,F,F,198_Mixed_079,23953889,NCI-RID
7,OGDH,44670234,3p,4967,,F,F,5O55L:02567:01359,23953889,NCI-RID
7,OGDH,44680025,3p,4967,,F,F,G13FKHM01AIAZ1,23953889,NCI-RID
7,OGDH,44684151,3p,4967,,F,R,5O55L:00774:00914,23953889,NCI-RID
7,OGDH,44704939,3p,4967,,F,F,G13FKHM01BUQM1,23953889,NCI-RID
7,OGDH,44719283,3p,4967,,F,R,5O55L:01763:02661,23953889,NCI-RID
7,PPIA,44842344,3p,5478,,F,F,G13FKHM01A4OZ8,23953889,NCI-RID
7,H2AFV,44876746,3p,94239,,R,F,5O55L:00442:02223,23953889,NCI-RID
7,H2AFV,44880594,3p,94239,,R,F,GXIEMIS01BIML4,23953889,NCI-RID
7,PURB,44916346,3p,5814,,R,R,5O55L:02044:00840,23953889,NCI-RID
7,PURB,44921829,3p,5814,,R,R,5O55L:00323:00818,23953889,NCI-RID
7,CCM2,45050647,3p,83605,,F,R,5O55L:00990:01679,23953889,NCI-RID
7,CCM2,45051548,3p,83605,,F,R,5O55L:02287:01362,23953889,NCI-RID
7,CCM2,45051675,3p,83605,,F,R,5O55L:00909:02108,23953889,NCI-RID
7,CCM2,45054740,3p,83605,,F,R,G13FKHM01BQ5IB,23953889,NCI-RID
7,CCM2,45065162,3p,83605,,F,R,G13FKHM01BJET1,23953889,NCI-RID
7,CCM2,45073805,3p,83605,,F,R,GXIEMIS01A3ZHL,23953889,NCI-RID
7,CCM2,45076221,3p,83605,,F,F,5O55L:01701:01685,23953889,NCI-RID
7,CCM2,45079625,3p,83605,,F,R,G13FKHM01B2KI2,23953889,NCI-RID
7,CCM2,45088898,5p,83605,,F,F,167_N_012,23953889,NCI-RID
7,,45249568,3p,,,,F,5O55L:02055:02676,23953889,NCI-RID
7,,45462450,3p,,,,R,5O55L:02186:02362,23953889,NCI-RID
7,SEPT7P2,45770224,3p,,,R,F,ID13H08,23953889,NCI-RID
7,SEPT7P2,45803247,5p,,,R,F,24__047,23953889,NCI-RID
7,,45984294,3p,,,,R,5O55L:00386:00060,23953889,NCI-RID
7,,47211391,3p,,,,F,G13FKHM01AMHU0,23953889,NCI-RID
7,,47734906,3p,,,,F,5O55L:01206:00235,23953889,NCI-RID
7,ABCA13,48274515,3p,154664,,F,R,5O55L:02227:02685,23953889,NCI-RID
7,ABCA13,48545585,3p,154664,,F,R,G13FKHM01AYO5Y,23953889,NCI-RID
7,,49686475,3p,,,,R,5O55L:01011:01285,23953889,NCI-RID
7,,50284892,3p,,,,F,5O55L:01714:02136,23953889,NCI-RID
7,,50317209,3p,,,,R,5O55L:01188:01885,23953889,NCI-RID
7,,50317497,3p,,,,F,5O55L:00558:01000,23953889,NCI-RID
7,IKZF1,50363610,3p,,,F,F,G13FKHM01A0GA2,23953889,NCI-RID
7,IKZF1,50365255,3p,,,F,R,G13FKHM01AI8VY,23953889,NCI-RID
7,,50490964,5p,,,,R,RSHY_106_217BN_031,23953889,NCI-RID
7,,52787616,3p,,,,F,5O55L:01595:02251,23953889,NCI-RID
7,EGFR,55130471,3p,1956,,F,R,G13FKHM01BPG6R,23953889,NCI-RID
7,VOPP1,55547578,3p,81552,,R,F,5O55L:00469:01595,23953889,NCI-RID
7,ZNF713,55981143,3p,349075,,F,R,G13FKHM01A3ZWC,23953889,NCI-RID
7,CCT6A,56129439,3p,908,,F,F,IBB12A06,23953889,NCI-RID
7,,57962886,3p,,,,R,5O55L:00605:00563,23953889,NCI-RID
7,,63357814,3p,,,,R,G13FKHM01BIZ0T,23953889,NCI-RID
7,,63620864,3p,,,,R,5O55L:02094:00892,23953889,NCI-RID
7,ZNF736,63776271,3p,728927,,F,R,5O55L:01541:00776,23953889,NCI-RID
7,,64361379,3p,,,,F,5O55L:02137:02523,23953889,NCI-RID
7,LOC441242,65225665,3p,441242,,R,R,5O55L:02472:02281,23953889,NCI-RID
7,,66000348,3p,,,,R,5O55L:00462:00138,23953889,NCI-RID
7,PMS2P4,66762159,3p,,,R,R,5O55L:00927:00443,23953889,NCI-RID
7,,68345681,3p,,,,F,5O55L:02166:00670,23953889,NCI-RID
7,,70321832,3p,,,,F,5O55L:01496:00516,23953889,NCI-RID
7,CALN1,71273461,3p,83698,,R,F,5O55L:02455:01679,23953889,NCI-RID
7,TYW1B,72256756,3p,441250,,R,R,5O55L:01305:02160,23953889,NCI-RID
7,,72795980,3p,,,,R,5O55L:02372:02622,23953889,NCI-RID
7,MLXIPL,73026613,3p,51085,,R,R,5O55L:01769:00523,23953889,NCI-RID
7,,73371032,3p,,,,R,GXIEMIS01APOBT,23953889,NCI-RID
7,EIF4H,73590921,3p,7458,,F,R,5O55L:02212:01110,23953889,NCI-RID
7,GTF2I,74091635,3p,2969,,F,F,G13FKHM01A914K,23953889,NCI-RID
7,GTF2I,74104660,3p,2969,,F,F,GXIEMIS01A82AY,23953889,NCI-RID
7,GTF2I,74128281,3p,2969,,F,F,5O55L:02232:02190,23953889,NCI-RID
7,GTF2I,74132294,3p,2969,,F,F,5O55L:00038:00462,23953889,NCI-RID
7,PMS2P5,74311044,3p,,,F,F,5O55L:02328:00835,23953889,NCI-RID
7,POM121C,75101910,3p,100101267,,R,R,G13FKHM01BCBUQ,23953889,NCI-RID
7,POM121C,75106758,3p,100101267,,R,F,G13FKHM01AAM8B,23953889,NCI-RID
7,STYXL1,75647867,5p,51657,,R,R,RSHY_BN_358_064,23953889,NCI-RID
7,MDH2,75695897,3p,4191,,F,R,ID23E11,23953889,NCI-RID
7,LOC100133091,76206021,3p,100133091,,F,R,G13FKHM01BA68K,23953889,NCI-RID
7,LOC100133091,76209381,3p,100133091,,F,F,G13FKHM01APRL4,23953889,NCI-RID
7,PTPN12,77254938,3p,5782,,F,F,5O55L:00158:01453,23953889,NCI-RID
7,RSBN1L,77360755,3p,222194,,F,F,5O55L:02258:01785,23953889,NCI-RID
7,RSBN1L,77361940,3p,222194,,F,F,G13FKHM01ARFMN,23953889,NCI-RID
7,RSBN1L,77363231,3p,222194,,F,F,G13FKHM01AYFTP,23953889,NCI-RID
7,RSBN1L,77363686,3p,222194,,F,F,5O55L:01295:00731,23953889,NCI-RID
7,PHTF2,77539276,3p,57157,,F,F,5O55L:02595:01563,23953889,NCI-RID
7,PHTF2,77581997,3p,57157,,F,F,5O55L:02608:01395,23953889,NCI-RID
7,MAGI2,77905406,3p,9863,,R,R,G13FKHM01BW40L,23953889,NCI-RID
7,MAGI2,78424607,3p,9863,,R,R,G13FKHM01BBFDT,23953889,NCI-RID
7,,79644816,3p,,,,R,5O55L:01198:00797,23953889,NCI-RID
7,CACNA2D1,81896606,3p,781,,R,R,G13FKHM01BCU1Z,23953889,NCI-RID
7,CACNA2D1,81930835,3p,781,,R,R,5O55L:00740:01796,23953889,NCI-RID
7,,82949231,3p,,,,F,5O55L:02221:00818,23953889,NCI-RID
7,,84241451,3p,,,,F,G13FKHM01ASJZ2,23953889,NCI-RID
7,,84833793,3p,,,,F,ID29A4,23953889,NCI-RID
7,,85094553,3p,,,,R,GXIEMIS01BTE58,23953889,NCI-RID
7,,86048106,3p,,,,R,G13FKHM01BM3XK,23953889,NCI-RID
7,KIAA1324L,86648758,3p,222223,,R,F,ID23C1,23953889,NCI-RID
7,DMTF1,86791845,3p,9988,,F,R,5O55L:02472:00888,23953889,NCI-RID
7,CROT,87000301,3p,54677,,F,R,G13FKHM01B1K10,23953889,NCI-RID
7,CROT,87022055,3p,54677,,F,F,GXIEMIS01BLVOJ,23953889,NCI-RID
7,RUNDC3B,87430030,3p,154661,,F,F,5O55L:00784:00155,23953889,NCI-RID
7,DBF4,87512508,3p,10926,,F,F,5O55L:00112:00135,23953889,NCI-RID
7,ADAM22,87719312,3p,53616,,F,R,5O55L:00845:01965,23953889,NCI-RID
7,ADAM22,87795436,3p,53616,,F,F,5O55L:01139:01948,23953889,NCI-RID
7,SRI,87836469,3p,6717,,R,F,5O55L:01739:01474,23953889,NCI-RID
7,SRI,87846415,3p,6717,,R,R,5O55L:02206:01589,23953889,NCI-RID
7,,88269942,3p,,,,R,G13FKHM01ANQDV,23953889,NCI-RID
7,,89079671,3p,,,,F,G13FKHM01BAGSP,23953889,NCI-RID
7,,89510461,3p,,,,F,G13FKHM01AFKLW,23953889,NCI-RID
7,,90231102,3p,,,,F,5O55L:01572:01623,23953889,NCI-RID
7,CDK14,90431985,3p,5218,,F,F,5O55L:00780:01388,23953889,NCI-RID
7,AKAP9,91667084,3p,10142,,F,F,5O55L:02076:00564,23953889,NCI-RID
7,KRIT1,91843383,3p,889,,R,R,5O55L:00351:00376,23953889,NCI-RID
7,FAM133B,92202895,3p,257415,,R,R,G13FKHM01B20O1,23953889,NCI-RID
7,CDK6,92286344,3p,1021,,R,F,5O55L:00785:00894,23953889,NCI-RID
7,CDK6,92343288,3p,1021,,R,R,5O55L:02179:00775,23953889,NCI-RID
7,CDK6,92393161,3p,1021,,R,F,G13FKHM01AEE7S,23953889,NCI-RID
7,,93556892,3p,,,,R,G13FKHM01AO4MQ,23953889,NCI-RID
7,,93762805,3p,,,,F,GXIEMIS01BZN8I,23953889,NCI-RID
7,,94189999,3p,,,,R,GXIEMIS01AOICP,23953889,NCI-RID
7,PPP1R9A,94907173,3p,55607,,F,F,G13FKHM01BAM7X,23953889,NCI-RID
7,,95101135,3p,,,,F,G13FKHM01BWOJ9,23953889,NCI-RID
7,DYNC1I1,95663488,3p,1780,,F,R,5O55L:00640:02190,23953889,NCI-RID
7,SHFM1,96322104,3p,7979,,R,R,5O55L:02273:01926,23953889,NCI-RID
7,ACN9,96793567,3p,57001,,F,R,5O55L:00986:01015,23953889,NCI-RID
7,,97057629,3p,,,,R,5O55L:01532:02730,23953889,NCI-RID
7,,97351759,3p,,,,F,5O55L:02182:01064,23953889,NCI-RID
7,LMTK2,97749025,3p,22853,,F,R,ID3B12,23953889,NCI-RID
7,LMTK2,97816710,3p,22853,,F,F,5O55L:01056:00663,23953889,NCI-RID
7,TRRAP,98560771,3p,8295,,F,F,IBB3H09,23953889,NCI-RID
7,,98769131,3p,,,,F,5O55L:02284:01059,23953889,NCI-RID
7,ARPC1A,98944007,3p,10552,,F,F,GXIEMIS01AERNC,23953889,NCI-RID
7,,98963904,3p,,,,F,5O55L:02324:01424,23953889,NCI-RID
7,ARPC1B,98974660,3p,10095,,F,F,5O55L:02054:01465,23953889,NCI-RID
7,ZNF655,99167406,3p,79027,,F,R,G13FKHM01AC7S5,23953889,NCI-RID
7,CYP3A7,99306262,3p,1551,,R,R,5O55L:00912:02552,23953889,NCI-RID
7,GJC3,99521987,3p,349149,,R,R,5O55L:00867:01570,23953889,NCI-RID
7,,99541251,3p,,,,F,G13FKHM01BDD83,23953889,NCI-RID
7,,99639014,3p,,,,R,5O55L:01312:02299,23953889,NCI-RID
7,GAL3ST4,99761624,3p,79690,,R,R,GXIEMIS01ANMV3,23953889,NCI-RID
7,GAL3ST4,99764401,3p,79690,,R,R,GXIEMIS01BEETQ,23953889,NCI-RID
7,STAG3,99786781,3p,10734,,F,F,5O55L:02447:01090,23953889,NCI-RID
7,STAG3,99790361,3p,10734,,F,F,5O55L:01563:00437,23953889,NCI-RID
7,STAG3,99793326,3p,10734,,F,F,5O55L:01251:02101,23953889,NCI-RID
7,STAG3,99794104,5p,10734,,F,R,334_Mixed_090,23953889,NCI-RID
7,PMS2P1,99920064,3p,,,R,F,G13FKHM01BQYUW,23953889,NCI-RID
7,PMS2P1,99926282,3p,,,R,R,5O55L:02319:01709,23953889,NCI-RID
7,PMS2P1,99929090,3p,,,R,R,GXIEMIS01AYOYW,23953889,NCI-RID
7,PMS2P1,99929328,3p,,,R,R,G13FKHM01A40IY,23953889,NCI-RID
7,PMS2P1,99929393,3p,,,R,R,5O55L:02597:01332,23953889,NCI-RID
7,PILRB,99960362,3p,29990,,F,R,G13FKHM01BNNG9,23953889,NCI-RID
7,,100112334,3p,,,,F,5O55L:02217:01970,23953889,NCI-RID
7,,100113888,3p,,,,F,G13FKHM01BBWEJ,23953889,NCI-RID
7,AGFG2,100141482,3p,3268,,F,R,G13FKHM01BF9FN,23953889,NCI-RID
7,AGFG2,100142008,3p,3268,,F,R,G13FKHM01ATSJ0,23953889,NCI-RID
7,EMID2,101099269,3p,136227,,F,F,5O55L:01183:02262,23953889,NCI-RID
7,CUX1,101482366,3p,1523,,F,F,G13FKHM01AHYOR,23953889,NCI-RID
7,CUX1,101677452,3p,1523,,F,R,IBB11B06,23953889,NCI-RID
7,CUX1,101788330,3p,1523,,F,F,5O55L:00986:00456,23953889,NCI-RID
7,LOC100630923,102045016,3p,100630923,,F,F,5O55L:00536:02363,23953889,NCI-RID
7,,102315317,3p,,,,F,G13FKHM01BT19K,23953889,NCI-RID
7,,102351866,3p,,,,F,GXIEMIS01BJUZA,23953889,NCI-RID
7,FBXL13,102677052,3p,222235,,R,R,5O55L:00780:02145,23953889,NCI-RID
7,PMPCB,102944115,3p,9512,,F,R,5O55L:02420:01789,23953889,NCI-RID
7,DNAJC2,102980942,3p,27000,,R,R,GXIEMIS01AFTUW,23953889,NCI-RID
7,ORC5,103797701,3p,5001,,R,F,IBB2D12,23953889,NCI-RID
7,LHFPL3,104314295,3p,375612,,F,F,G13FKHM01ATPBD,23953889,NCI-RID
7,,104644567,3p,,,,F,G13FKHM01A2H5R,23953889,NCI-RID
7,MLL5,104664071,3p,55904,,F,R,G13FKHM01A0KBJ,23953889,NCI-RID
7,MLL5,104698838,3p,55904,,F,R,GXIEMIS01AD2DS,23953889,NCI-RID
7,SRPK2,104838942,3p,6733,,R,F,G13FKHM01AEYPE,23953889,NCI-RID
7,SRPK2,104864278,3p,6733,,R,R,5O55L:00542:00545,23953889,NCI-RID
7,SRPK2,104979771,3p,6733,,R,R,5O55L:01176:01815,23953889,NCI-RID
7,,105860634,3p,,,,F,5O55L:02108:00540,23953889,NCI-RID
7,PRKAR2B,106691566,3p,5577,,F,F,IBB13F1,23953889,NCI-RID
7,HBP1,106818750,3p,26959,,F,R,GXIEMIS01AS83Z,23953889,NCI-RID
7,COG5,107035885,3p,10466,,R,R,GXIEMIS01BHLVY,23953889,NCI-RID
7,COG5,107071536,3p,10466,,R,F,GXIEMIS01AMQ2R,23953889,NCI-RID
7,COG5,107126017,3p,10466,,R,R,G13FKHM01ADDEQ,23953889,NCI-RID
7,CBLL1,107389086,3p,79872,,F,R,G13FKHM01APQ4M,23953889,NCI-RID
7,DLD,107557647,3p,1738,,F,R,5O55L:02553:01952,23953889,NCI-RID
7,LAMB1,107567499,3p,3912,,R,F,IBB7F08,23953889,NCI-RID
7,,108541829,3p,,,,F,IBB1C9,23953889,NCI-RID
7,,109291463,3p,,,,R,5O55L:00675:01572,23953889,NCI-RID
7,IMMP2L,110533527,3p,83943,,R,F,G13FKHM01BJE2D,23953889,NCI-RID
7,IMMP2L,110615576,3p,83943,,R,R,5O55L:02585:01596,23953889,NCI-RID
7,IMMP2L,110620390,3p,83943,,R,R,5O55L:01072:00260,23953889,NCI-RID
7,IMMP2L,110656187,3p,83943,,R,F,G13FKHM01BZ9YJ,23953889,NCI-RID
7,IMMP2L,110674702,3p,83943,,R,F,5O55L:01153:01487,23953889,NCI-RID
7,IMMP2L,110759928,3p,83943,,R,R,5O55L:00529:02157,23953889,NCI-RID
7,IMMP2L,111187862,3p,83943,,R,R,5O55L:02337:00885,23953889,NCI-RID
7,IMMP2L,111191457,3p,83943,,R,R,IBB15C8,23953889,NCI-RID
7,DOCK4,111674824,3p,9732,,R,F,5O55L:01634:02131,23953889,NCI-RID
7,IFRD1,112108650,3p,3475,,F,R,5O55L:01368:00565,23953889,NCI-RID
7,,112405332,3p,,,,R,G13FKHM01BR1QE,23953889,NCI-RID
7,,113219692,3p,,,,F,G13FKHM01APOV9,23953889,NCI-RID
7,MDFIC,114625500,3p,29969,,F,F,GXIEMIS01BCXCJ,23953889,NCI-RID
7,MDFIC,114639414,3p,29969,,F,R,5O55L:02267:01080,23953889,NCI-RID
7,MDFIC,114650976,3p,29969,,F,F,5O55L:00317:02103,23953889,NCI-RID
7,MDFIC,114652932,3p,29969,,F,F,G13FKHM01BJY86,23953889,NCI-RID
7,MDFIC,114653054,3p,29969,,F,F,G13FKHM01AIJRP,23953889,NCI-RID
7,,114699247,3p,,,,F,5O55L:02314:00927,23953889,NCI-RID
7,,115789897,3p,,,,R,5O55L:00551:02128,23953889,NCI-RID
7,,115808708,3p,,,,F,5O55L:01936:00373,23953889,NCI-RID
7,CAPZA2,116528897,3p,830,,F,F,G13FKHM01AP6FY,23953889,NCI-RID
7,CFTR,117197905,3p,1080,,F,F,IBB1D6,23953889,NCI-RID
7,CTTNBP2,117510667,3p,83992,,R,R,G13FKHM01BLJE2,23953889,NCI-RID
7,,117821097,3p,,,,F,5O55L:02104:02687,23953889,NCI-RID
7,,118900691,3p,,,,F,IBB10A12,23953889,NCI-RID
7,ING3,120602746,5p,54556,,F,R,227_Mixed_010,23953889,NCI-RID
7,,120620400,3p,,,,F,5O55L:01519:00534,23953889,NCI-RID
7,CADPS2,122199871,3p,93664,,R,R,5O55L:00983:00108,23953889,NCI-RID
7,CADPS2,122365265,3p,93664,,R,R,5O55L:00260:01950,23953889,NCI-RID
7,,122694547,3p,,,,F,G13FKHM01BFNGI,23953889,NCI-RID
7,WASL,123343850,3p,8976,,R,R,5O55L:02112:00739,23953889,NCI-RID
7,WASL,123350586,3p,8976,,R,F,G13FKHM01AW8IO,23953889,NCI-RID
7,WASL,123355754,3p,8976,,R,R,5O55L:01988:00447,23953889,NCI-RID
7,WASL,123381165,3p,8976,,R,F,GXIEMIS01AXGZ7,23953889,NCI-RID
7,,123644013,3p,,,,R,G13FKHM01BGDID,23953889,NCI-RID
7,,124213072,3p,,,,R,5O55L:01970:01384,23953889,NCI-RID
7,,124703986,3p,,,,R,G13FKHM01A2K1E,23953889,NCI-RID
7,,125067680,3p,,,,R,5O55L:01275:01043,23953889,NCI-RID
7,GRM8,126111342,3p,2918,,R,R,5O55L:00994:00040,23953889,NCI-RID
7,GRM8,126449071,3p,2918,,R,F,5O55L:01060:01715,23953889,NCI-RID
7,GRM8,126598238,3p,2918,,R,R,G13FKHM01BGPBR,23953889,NCI-RID
7,SND1,127295560,3p,27044,,F,R,GXIEMIS01AEPQ8,23953889,NCI-RID
7,,128249502,3p,,,,F,5O55L:02364:01979,23953889,NCI-RID
7,TNPO3,128681567,3p,23534,,R,F,IBB13G11,23953889,NCI-RID
7,,128706358,3p,,,,F,IBB7G10,23953889,NCI-RID
7,AHCYL2,129056272,3p,23382,,F,R,GXIEMIS01A5SYE,23953889,NCI-RID
7,NRF1,129264599,3p,4899,,F,R,G13FKHM01A6CC6,23953889,NCI-RID
7,NRF1,129334991,3p,4899,,F,R,5O55L:02462:01924,23953889,NCI-RID
7,,129398104,3p,,,,R,5O55L:02547:02172,23953889,NCI-RID
7,UBE2H,129574982,3p,7328,,R,F,G13FKHM01BQVT6,23953889,NCI-RID
7,TMEM209,129807618,3p,84928,,R,R,ID25E4,23953889,NCI-RID
7,TMEM209,129815619,3p,84928,,R,F,5O55L:01941:00649,23953889,NCI-RID
